Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,26.900,26.900,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,27.900,27.900,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,28.901,28.901,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,29.900,29.900,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,31.150,31.150,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,32.151,32.151,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,33.400,33.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,34.400,34.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,35.400,35.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,36.400,36.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,37.401,37.401,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,38.400,38.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,39.400,39.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,40.400,40.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,41.400,41.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,42.401,42.401,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,43.400,43.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,44.400,44.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,45.400,45.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,46.401,46.401,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,47.400,47.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,48.650,48.650,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,49.651,49.651,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,50.400,50.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,51.400,51.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,52.401,52.401,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,53.400,53.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,54.400,54.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,55.401,55.401,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,56.400,56.400,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,57.151,57.151,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,58.150,58.150,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,59.150,59.150,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_2,,,POINT,60.150,60.150,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_3,,,POINT,61.150,61.150,NA,,
demo_3,2021-12-13 23:37:44,,C:/Users/user/Dropbox/2021/2021 Fall/EE595/demo_3_re.mov,65.320,30.03,No focal subject,3beats_1,,,POINT,62.151,62.151,NA,,
